cdr_id,subscriber_id,call_timestamp,call_type,duration_seconds,tower_circle,network_type,ingestion_batch
CDR003559,SUB00439,2025-03-05 04:35:00,Data,1477,Andhra Pradesh,3G,BATCH_3
CDR003559,SUB00439,2025-03-05 04:35:00,Data,1477,Andhra Pradesh,3G,BATCH_4
CDR003560,SUB00541,2025-03-27 05:19:00,Voice,3518,Assam,4G,BATCH_1
CDR003561,SUB00334,2025-04-01 18:48:00,SMS,1001,Maharashtra,4G,BATCH_2
CDR003562,SUB00693,2025-04-17 07:38:00,Data,1063,Andhra Pradesh,4G,BATCH_3
CDR003563,SUB00206,2025-05-23 18:22:00,SMS,3237,UP East,4G,BATCH_2
CDR003564,SUB00679,2025-06-17 11:12:00,Voice,1934,Delhi,5G,BATCH_2
CDR003565,SUB00055,2025-02-08 23:54:00,Voice,74,Maharashtra,3G,BATCH_3
CDR003566,SUB00479,2025-02-22 12:42:00,SMS,917,Maharashtra,5G,BATCH_1
CDR003567,SUB00400,2025-06-18 14:13:00,Data,2895,Punjab,3G,BATCH_3
CDR003568,SUB00941,2025-05-10 14:17:00,Data,885,Andhra Pradesh,3G,BATCH_2
CDR003569,SUB00006,2025-01-25 18:07:00,Voice,2480,Mumbai,4G,BATCH_3
CDR003570,SUB00406,2025-01-06 23:28:00,Voice,3527,Kerala,4G,BATCH_2
CDR003571,SUB00774,2025-04-25 17:56:00,Data,2582,Haryana,5G,BATCH_2
CDR003572,SUB00629,2025-04-03 20:17:00,Voice,1993,Bihar,3G,BATCH_3
CDR003573,SUB00614,2025-02-20 15:06:00,SMS,1208,Maharashtra,5G,BATCH_2
CDR003574,SUB00573,2025-01-28 00:18:00,SMS,3087,Assam,3G,BATCH_3
CDR003575,SUB00446,2025-05-28 09:16:00,SMS,3257,Haryana,5G,BATCH_1
CDR003576,SUB00787,2025-05-21 01:47:00,Data,1343,Kerala,5G,BATCH_3
CDR003576,SUB00787,2025-05-21 01:47:00,Data,1343,Kerala,5G,BATCH_4
CDR003577,SUB00340,2025-04-10 13:22:00,Voice,2275,Haryana,4G,BATCH_3
CDR003578,SUB00311,2025-04-26 14:05:00,Data,2175,Jammu & Kashmir,5G,BATCH_1
CDR003579,SUB00281,2025-03-04 08:22:00,Voice,2493,West Bengal,5G,BATCH_2
CDR003580,SUB00516,2025-01-11 12:10:00,Data,1334,Delhi,3G,BATCH_1
CDR003580,SUB00516,2025-01-11 12:10:00,Data,1334,Delhi,3G,BATCH_4
CDR003581,SUB00882,2025-05-27 20:37:00,Data,1607,Rajasthan,4G,BATCH_3
CDR003582,SUB00170,2025-03-09 07:19:00,Voice,1477,Rajasthan,5G,BATCH_2
CDR003583,SUB00182,2025-01-29 05:52:00,Voice,2819,Madhya Pradesh,4G,BATCH_1
CDR003584,SUB00517,2025-04-26 02:00:00,Data,2246,Delhi,3G,BATCH_2
CDR003585,SUB00430,2025-06-09 09:24:00,SMS,12,UP East,5G,BATCH_1
CDR003586,SUB00413,2025-03-08 14:17:00,SMS,1772,Himachal Pradesh,3G,BATCH_3
CDR003587,SUB00084,2025-04-20 02:11:00,Voice,484,UP West,3G,BATCH_1
CDR003588,SUB00836,2025-06-24 12:44:00,SMS,1448,Jammu & Kashmir,4G,BATCH_3
CDR003589,SUB00949,2025-06-29 02:40:00,Data,2626,Delhi,3G,BATCH_2
CDR003590,SUB00534,2025-06-04 07:13:00,Voice,1537,Kerala,5G,BATCH_2
CDR003591,SUB00678,2025-04-13 00:06:00,Voice,2121,UP West,4G,BATCH_3
CDR003591,SUB00678,2025-04-13 00:06:00,Voice,2121,UP West,4G,BATCH_4
CDR003592,SUB00884,2025-01-07 05:37:00,SMS,3227,Assam,3G,BATCH_3
CDR003592,SUB00884,2025-01-07 05:37:00,SMS,3227,Assam,3G,BATCH_4
CDR003593,SUB00897,2025-01-08 02:11:00,SMS,3330,Madhya Pradesh,4G,BATCH_1
CDR003594,SUB00095,2025-04-06 17:03:00,SMS,3072,Telangana,3G,BATCH_3
CDR003595,SUB00582,2025-05-29 03:12:00,SMS,2571,Madhya Pradesh,3G,BATCH_2
CDR003596,SUB00590,2025-01-25 21:52:00,Data,3330,Himachal Pradesh,3G,BATCH_3
CDR003597,SUB00449,2025-01-21 16:27:00,Data,2027,Karnataka,4G,BATCH_1
CDR003598,SUB00658,2025-03-21 19:09:00,Data,3494,Haryana,5G,BATCH_1
CDR003599,SUB00971,2025-05-23 22:50:00,SMS,80,Assam,5G,BATCH_1
CDR003600,SUB00086,2025-02-09 18:14:00,Voice,3339,Kerala,3G,BATCH_1
CDR003601,SUB00362,2025-02-11 04:02:00,Data,3579,Rajasthan,3G,BATCH_3
CDR003602,SUB00847,2025-02-24 15:55:00,Data,309,Assam,4G,BATCH_2
CDR003603,SUB00358,2025-04-09 04:45:00,SMS,1054,Jammu & Kashmir,3G,BATCH_2
CDR003604,SUB00070,2025-06-26 05:57:00,SMS,3241,Kerala,5G,BATCH_1
CDR003605,SUB00939,2025-01-16 12:37:00,SMS,310,Bihar,4G,BATCH_2
CDR003606,SUB00173,2025-01-29 03:35:00,SMS,206,Telangana,3G,BATCH_3
CDR003607,SUB00125,2025-06-20 23:08:00,Data,2920,Telangana,3G,BATCH_3
CDR003608,SUB00624,2025-02-26 06:03:00,Voice,1339,Madhya Pradesh,5G,BATCH_3
CDR003609,SUB00508,2025-05-29 23:58:00,Voice,253,Bihar,3G,BATCH_1
CDR003610,SUB00292,2025-06-19 10:38:00,SMS,2283,Maharashtra,5G,BATCH_3
CDR003611,SUB00867,2025-01-27 00:56:00,Data,2893,West Bengal,5G,BATCH_1
CDR003612,SUB00415,2025-05-21 01:18:00,SMS,136,Madhya Pradesh,3G,BATCH_1
CDR003613,SUB00773,2025-01-13 06:50:00,SMS,34,North East,3G,BATCH_2
CDR003614,SUB00795,2025-01-27 22:56:00,Data,3158,Mumbai,4G,BATCH_2
CDR003615,SUB00827,2025-04-15 01:56:00,Data,2883,Karnataka,5G,BATCH_3
CDR003616,SUB00105,2025-03-07 01:51:00,Data,3453,Gujarat,4G,BATCH_2
CDR003617,SUB00270,2025-03-13 18:56:00,SMS,132,West Bengal,3G,BATCH_3
CDR003618,SUB00871,2025-03-27 16:02:00,SMS,3400,Kerala,5G,BATCH_2
CDR003619,SUB00408,2025-04-21 19:35:00,Voice,2812,Andhra Pradesh,5G,BATCH_3
CDR003620,SUB00357,2025-05-27 20:02:00,SMS,1066,Kerala,5G,BATCH_2
CDR003621,SUB00147,2025-06-20 19:42:00,Voice,1199,Andhra Pradesh,4G,BATCH_2
CDR003622,SUB00667,2025-04-24 13:11:00,SMS,3483,Haryana,5G,BATCH_3
CDR003623,SUB00466,2025-04-14 12:38:00,Voice,2469,Madhya Pradesh,3G,BATCH_1
CDR003624,SUB00961,2025-03-15 15:08:00,Data,2590,West Bengal,3G,BATCH_2
CDR003625,SUB00689,2025-04-07 16:20:00,Data,68,Kerala,5G,BATCH_2
CDR003626,SUB00826,2025-04-25 12:05:00,Voice,3117,West Bengal,4G,BATCH_1
CDR003627,SUB00554,2025-04-13 13:00:00,Voice,1273,Andhra Pradesh,5G,BATCH_1
CDR003628,SUB00964,2025-04-13 17:38:00,Data,3229,Maharashtra,4G,BATCH_2
CDR003629,SUB00128,2025-04-12 11:24:00,Voice,3447,Assam,5G,BATCH_2
CDR003630,SUB00303,2025-01-12 05:04:00,SMS,3376,Assam,3G,BATCH_1
CDR003631,SUB00961,2025-02-07 10:09:00,SMS,744,Haryana,4G,BATCH_1
CDR003632,SUB00761,2025-04-10 01:00:00,Data,1324,North East,5G,BATCH_2
CDR003633,SUB00900,2025-01-17 14:11:00,Voice,1492,Delhi,4G,BATCH_1
CDR003633,SUB00900,2025-01-17 14:11:00,Voice,1492,Delhi,4G,BATCH_4
CDR003634,SUB00369,2025-02-28 10:12:00,Voice,781,Tamil Nadu,5G,BATCH_2
CDR003635,SUB00424,2025-01-05 10:39:00,Data,951,UP East,5G,BATCH_1
CDR003636,SUB00130,2025-02-01 00:38:00,Voice,611,Himachal Pradesh,4G,BATCH_2
CDR003637,SUB00232,2025-01-28 08:58:00,Data,2634,Karnataka,4G,BATCH_1
CDR003638,SUB00552,2025-05-05 16:14:00,SMS,2855,Haryana,5G,BATCH_3
CDR003639,SUB00855,2025-05-04 18:48:00,Data,629,UP East,3G,BATCH_1
CDR003640,SUB00118,2025-04-20 16:09:00,Voice,389,Haryana,4G,BATCH_3
CDR003641,SUB00887,2025-06-24 23:33:00,Voice,2067,Tamil Nadu,5G,BATCH_1
CDR003642,SUB00824,2025-06-24 18:24:00,Voice,3538,UP East,3G,BATCH_2
CDR003643,SUB00475,2025-05-13 19:48:00,SMS,3330,Haryana,5G,BATCH_2
CDR003644,SUB00485,2025-04-26 09:49:00,SMS,3560,Kerala,4G,BATCH_1
CDR003645,SUB00308,2025-05-09 16:34:00,Voice,810,Assam,5G,BATCH_1
CDR003646,SUB00303,2025-02-17 04:40:00,SMS,839,UP West,3G,BATCH_1
CDR003647,SUB00994,2025-05-15 21:35:00,Voice,2277,Mumbai,4G,BATCH_1
CDR003648,SUB00258,2025-03-28 11:14:00,Data,3025,North East,3G,BATCH_3
CDR003649,SUB00163,2025-01-02 08:28:00,SMS,1946,Bihar,4G,BATCH_2
CDR003650,SUB00546,2025-02-02 17:34:00,SMS,1235,UP West,5G,BATCH_3
CDR003651,SUB00458,2025-01-21 23:42:00,Voice,237,Telangana,4G,BATCH_2
CDR003652,SUB00701,2025-02-25 22:58:00,SMS,2285,Madhya Pradesh,5G,BATCH_1
CDR003653,SUB00796,2025-02-04 12:08:00,Voice,2699,Telangana,3G,BATCH_2
CDR003654,SUB00729,2025-01-22 08:50:00,SMS,910,Mumbai,5G,BATCH_1
CDR003654,SUB00729,2025-01-22 08:50:00,SMS,910,Mumbai,5G,BATCH_4
CDR003655,SUB00397,2025-01-21 08:59:00,SMS,1466,Kerala,5G,BATCH_3
CDR003656,SUB00314,2025-04-01 22:29:00,SMS,1120,Haryana,3G,BATCH_1
CDR003657,SUB00628,2025-05-03 03:51:00,Voice,2809,Madhya Pradesh,3G,BATCH_1
CDR003658,SUB00909,2025-03-12 18:59:00,SMS,684,Andhra Pradesh,4G,BATCH_3
CDR003659,SUB00095,2025-01-07 01:47:00,Voice,3253,Telangana,4G,BATCH_1
CDR003660,SUB00615,2025-06-03 15:23:00,Data,2924,Jammu & Kashmir,5G,BATCH_2
CDR003661,SUB00735,2025-04-16 20:04:00,Data,2183,North East,5G,BATCH_1
CDR003662,SUB00488,2025-05-12 12:03:00,Data,3323,Kerala,3G,BATCH_2
CDR003663,SUB00158,2025-05-08 19:16:00,Voice,1879,Bihar,3G,BATCH_3
CDR003664,SUB00925,2025-03-15 18:55:00,Voice,872,Haryana,3G,BATCH_1
CDR003665,SUB00235,2025-06-04 10:16:00,Data,177,Odisha,3G,BATCH_2
CDR003666,SUB00703,2025-01-31 09:46:00,Data,2161,Haryana,4G,BATCH_3
CDR003667,SUB00471,2025-05-01 23:54:00,SMS,1057,Mumbai,4G,BATCH_1
CDR003668,SUB00395,2025-04-16 11:25:00,Voice,25,Maharashtra,4G,BATCH_2
CDR003669,SUB00143,2025-02-11 17:54:00,Voice,502,Punjab,5G,BATCH_3
CDR003670,SUB00124,2025-05-29 06:54:00,Data,1711,Jammu & Kashmir,3G,BATCH_2
CDR003671,SUB00268,2025-04-23 04:27:00,SMS,2911,Haryana,5G,BATCH_1
CDR003672,SUB00012,2025-03-18 23:49:00,SMS,2647,Himachal Pradesh,4G,BATCH_3
CDR003673,SUB00779,2025-01-10 12:25:00,Data,1636,Delhi,4G,BATCH_3
CDR003674,SUB00238,2025-01-25 05:12:00,SMS,2686,Rajasthan,3G,BATCH_2
CDR003675,SUB00745,2025-03-12 18:56:00,Data,385,Tamil Nadu,5G,BATCH_3
CDR003676,SUB00881,2025-04-21 11:06:00,Voice,1080,Punjab,3G,BATCH_1
CDR003677,SUB00768,2025-03-02 14:35:00,Data,371,Assam,5G,BATCH_1
CDR003678,SUB00728,2025-02-27 12:16:00,Data,2176,Tamil Nadu,3G,BATCH_3
CDR003679,SUB00347,2025-05-29 11:59:00,SMS,3033,Jammu & Kashmir,5G,BATCH_3
CDR003680,SUB00955,2025-03-08 05:04:00,Data,1020,Assam,5G,BATCH_1
CDR003681,SUB00214,2025-04-15 06:58:00,Data,1623,UP West,5G,BATCH_2
CDR003682,SUB00410,2025-04-29 13:33:00,SMS,1960,Assam,4G,BATCH_3
CDR003683,SUB00808,2025-05-24 13:04:00,Voice,3423,UP East,3G,BATCH_2
CDR003684,SUB00610,2025-01-19 18:22:00,Voice,3182,Jammu & Kashmir,3G,BATCH_3
CDR003685,SUB00819,2025-03-18 05:27:00,SMS,3511,Kerala,3G,BATCH_1
CDR003686,SUB00014,2025-06-23 15:54:00,SMS,480,Madhya Pradesh,3G,BATCH_1
CDR003687,SUB00084,2025-02-27 19:06:00,SMS,1271,North East,3G,BATCH_2
CDR003688,SUB00768,2025-02-20 13:16:00,SMS,2543,Punjab,3G,BATCH_2
CDR003689,SUB00619,2025-01-04 02:00:00,Data,2158,West Bengal,3G,BATCH_2
CDR003690,SUB00930,2025-03-06 14:45:00,Data,85,UP East,5G,BATCH_3
CDR003691,SUB00979,2025-01-23 10:57:00,SMS,928,North East,5G,BATCH_1
CDR003692,SUB00628,2025-05-27 12:29:00,Data,956,West Bengal,4G,BATCH_1
CDR003693,SUB00599,2025-06-22 12:07:00,Voice,3290,Punjab,3G,BATCH_2
CDR003694,SUB00313,2025-02-27 21:11:00,Voice,1500,North East,4G,BATCH_3
CDR003695,SUB00163,2025-03-10 11:39:00,SMS,434,Maharashtra,5G,BATCH_2
CDR003696,SUB00699,2025-04-24 19:12:00,Voice,3156,Assam,4G,BATCH_1
CDR003697,SUB00698,2025-03-27 09:43:00,Data,402,Odisha,5G,BATCH_2
CDR003698,SUB00828,2025-02-16 23:53:00,SMS,28,Himachal Pradesh,4G,BATCH_3
CDR003699,SUB00521,2025-05-22 22:34:00,Data,2822,Jammu & Kashmir,4G,BATCH_1
CDR003699,SUB00521,2025-05-22 22:34:00,Data,2822,Jammu & Kashmir,4G,BATCH_4
CDR003700,SUB00775,2025-05-15 10:43:00,Data,1952,Haryana,4G,BATCH_3
CDR003701,SUB00992,2025-05-03 18:18:00,Voice,2864,Haryana,4G,BATCH_2
CDR003702,SUB00509,2025-01-14 05:24:00,Voice,625,Assam,4G,BATCH_2
CDR003703,SUB00907,2025-03-31 19:25:00,SMS,3022,UP West,5G,BATCH_2
CDR003704,SUB00397,2025-04-09 19:16:00,Data,2602,Rajasthan,4G,BATCH_3
CDR003705,SUB00363,2025-06-10 23:15:00,SMS,3506,Odisha,4G,BATCH_2
CDR003706,SUB00735,2025-06-13 04:16:00,Voice,3182,Madhya Pradesh,3G,BATCH_2
CDR003707,SUB00615,2025-06-15 00:35:00,Data,1127,Maharashtra,5G,BATCH_3
CDR003708,SUB00323,2025-02-28 20:39:00,SMS,1373,Mumbai,3G,BATCH_2
CDR003709,SUB00358,2025-03-13 17:55:00,Voice,3175,Assam,5G,BATCH_1
CDR003710,SUB00545,2025-02-25 06:46:00,Data,1533,West Bengal,5G,BATCH_1
CDR003711,SUB00622,2025-01-31 07:26:00,Data,1565,UP East,5G,BATCH_3
CDR003711,SUB00622,2025-01-31 07:26:00,Data,1565,UP East,5G,BATCH_4
CDR003712,SUB00941,2025-03-12 00:30:00,Voice,1888,Haryana,3G,BATCH_2
CDR003713,SUB00002,2025-04-09 06:11:00,Data,1064,Mumbai,4G,BATCH_1
CDR003713,SUB00002,2025-04-09 06:11:00,Data,1064,Mumbai,4G,BATCH_4
CDR003714,SUB00756,2025-02-06 13:23:00,Data,953,Jammu & Kashmir,4G,BATCH_3
CDR003715,SUB00211,2025-02-21 09:59:00,SMS,1923,Rajasthan,5G,BATCH_2
CDR003716,SUB00808,2025-04-11 13:47:00,Voice,1024,Haryana,3G,BATCH_2
CDR003717,SUB00803,2025-05-27 19:30:00,SMS,466,UP West,5G,BATCH_1
CDR003718,SUB00726,2025-05-28 09:52:00,Voice,228,Karnataka,3G,BATCH_1
CDR003719,SUB00447,2025-01-12 15:51:00,Data,461,Maharashtra,5G,BATCH_2
CDR003720,SUB00307,2025-05-13 08:37:00,SMS,1958,Himachal Pradesh,5G,BATCH_2
CDR003721,SUB00202,2025-03-02 00:27:00,Voice,1089,Rajasthan,3G,BATCH_2
CDR003722,SUB00672,2025-04-06 08:45:00,SMS,2173,Himachal Pradesh,3G,BATCH_2
CDR003722,SUB00672,2025-04-06 08:45:00,SMS,2173,Himachal Pradesh,3G,BATCH_4
CDR003723,SUB00828,2025-03-30 21:48:00,Data,2820,Punjab,4G,BATCH_1
CDR003724,SUB00479,2025-01-08 23:25:00,Data,1936,UP West,4G,BATCH_2
CDR003725,SUB00088,2025-06-12 22:34:00,Data,500,Punjab,5G,BATCH_1
CDR003726,SUB00737,2025-04-13 03:55:00,Voice,2344,Tamil Nadu,3G,BATCH_1
CDR003727,SUB00260,2025-04-04 19:41:00,Data,2143,UP East,5G,BATCH_1
CDR003728,SUB00990,2025-02-23 07:31:00,SMS,2060,Odisha,3G,BATCH_2
CDR003729,SUB00518,2025-01-03 15:37:00,Voice,3116,Delhi,5G,BATCH_2
CDR003730,SUB00373,2025-01-31 00:52:00,SMS,1104,Delhi,4G,BATCH_1
CDR003731,SUB00541,2025-02-22 17:43:00,Data,1244,Odisha,5G,BATCH_3
CDR003732,SUB00993,2025-02-20 00:14:00,SMS,2129,Madhya Pradesh,4G,BATCH_1
CDR003733,SUB00887,2025-03-26 21:18:00,Data,2788,Mumbai,4G,BATCH_2
CDR003734,SUB00491,2025-02-17 16:03:00,Data,50,Haryana,3G,BATCH_2
CDR003735,SUB00839,2025-05-10 07:50:00,Data,3228,West Bengal,4G,BATCH_1
CDR003736,SUB00085,2025-04-20 15:47:00,Data,1343,Andhra Pradesh,5G,BATCH_2
CDR003737,SUB00274,2025-01-11 17:35:00,Data,2355,UP West,5G,BATCH_3
CDR003738,SUB00205,2025-02-17 20:02:00,SMS,2575,Madhya Pradesh,4G,BATCH_1
CDR003739,SUB00845,2025-03-29 04:27:00,Data,2569,Delhi,3G,BATCH_3
CDR003740,SUB00212,2025-06-16 01:57:00,Voice,2496,Andhra Pradesh,5G,BATCH_3
CDR003741,SUB00201,2025-02-26 00:38:00,Voice,1017,Madhya Pradesh,4G,BATCH_2
CDR003742,SUB00004,2025-03-04 00:28:00,Data,2642,Himachal Pradesh,3G,BATCH_2
CDR003743,SUB00814,2025-01-16 05:43:00,SMS,863,Punjab,3G,BATCH_1
CDR003744,SUB00999,2025-06-10 19:22:00,Voice,392,Jammu & Kashmir,4G,BATCH_1
CDR003744,SUB00999,2025-06-10 19:22:00,Voice,392,Jammu & Kashmir,4G,BATCH_4
CDR003745,SUB00132,2025-02-21 02:42:00,Data,583,Delhi,5G,BATCH_2
CDR003746,SUB00130,2025-01-15 09:33:00,Voice,3212,Delhi,5G,BATCH_1
CDR003747,SUB00058,2025-03-30 09:33:00,SMS,2913,Odisha,3G,BATCH_3
CDR003748,SUB00775,2025-05-05 19:28:00,Voice,2413,North East,5G,BATCH_1
CDR003749,SUB00734,2025-03-26 20:43:00,SMS,979,North East,3G,BATCH_2
CDR003750,SUB00549,2025-02-10 15:09:00,Data,779,North East,3G,BATCH_2
CDR003751,SUB00873,2025-02-03 18:22:00,Voice,2076,UP West,3G,BATCH_2
CDR003752,SUB00479,2025-06-25 13:49:00,Data,3218,North East,5G,BATCH_3
CDR003753,SUB00927,2025-03-28 18:02:00,Voice,229,North East,3G,BATCH_3
CDR003754,SUB00745,2025-06-08 10:54:00,SMS,1082,North East,4G,BATCH_2
CDR003755,SUB00819,2025-03-28 00:52:00,Data,3131,UP East,5G,BATCH_3
CDR003756,SUB00758,2025-01-30 22:54:00,SMS,3029,Mumbai,5G,BATCH_3
CDR003757,SUB00262,2025-03-15 13:45:00,SMS,178,Gujarat,4G,BATCH_1
CDR003758,SUB00872,2025-04-16 19:59:00,SMS,1429,Madhya Pradesh,5G,BATCH_3
CDR003759,SUB00957,2025-02-23 11:55:00,SMS,2092,North East,3G,BATCH_1
CDR003760,SUB00729,2025-02-04 21:09:00,SMS,1806,UP West,4G,BATCH_2
CDR003761,SUB00463,2025-06-10 15:59:00,SMS,1122,Madhya Pradesh,5G,BATCH_1
CDR003762,SUB00901,2025-01-31 04:13:00,Data,1842,Kerala,4G,BATCH_3
CDR003763,SUB00831,2025-03-05 15:38:00,SMS,2531,Delhi,3G,BATCH_2
CDR003764,SUB00292,2025-03-26 11:38:00,SMS,2252,UP East,5G,BATCH_3
CDR003765,SUB00473,2025-03-09 23:54:00,Voice,1797,Bihar,3G,BATCH_1
CDR003766,SUB00350,2025-04-18 21:54:00,SMS,490,Kerala,4G,BATCH_2
CDR003767,SUB00352,2025-01-08 05:49:00,SMS,1775,Odisha,4G,BATCH_3
CDR003768,SUB00022,2025-04-07 09:07:00,Voice,3187,Kerala,4G,BATCH_1
CDR003769,SUB00407,2025-04-03 06:51:00,Voice,1169,Madhya Pradesh,3G,BATCH_3
CDR003770,SUB00283,2025-01-27 15:58:00,Data,3365,Delhi,3G,BATCH_2
CDR003771,SUB00374,2025-03-28 17:15:00,SMS,1456,Madhya Pradesh,5G,BATCH_2
CDR003772,SUB00373,2025-04-22 05:07:00,SMS,2296,Maharashtra,3G,BATCH_1
CDR003773,SUB00994,2025-06-18 15:44:00,SMS,1708,North East,3G,BATCH_3
CDR003774,SUB00628,2025-04-02 00:19:00,Data,2387,Karnataka,3G,BATCH_3
CDR003775,SUB00735,2025-01-14 09:12:00,Voice,1950,Karnataka,4G,BATCH_2
CDR003776,SUB00573,2025-03-24 05:05:00,Data,2951,Himachal Pradesh,4G,BATCH_3
CDR003777,SUB00401,2025-05-23 12:56:00,Voice,3198,Andhra Pradesh,5G,BATCH_1
CDR003778,SUB00685,2025-06-24 13:02:00,Data,2368,North East,5G,BATCH_3
CDR003779,SUB00696,2025-01-07 02:02:00,SMS,1532,Jammu & Kashmir,3G,BATCH_3
CDR003780,SUB00111,2025-04-05 06:11:00,Voice,672,West Bengal,4G,BATCH_1
CDR003780,SUB00111,2025-04-05 06:11:00,Voice,672,West Bengal,4G,BATCH_4
CDR003781,SUB00726,2025-02-18 21:43:00,Data,982,Haryana,5G,BATCH_2
CDR003782,SUB00602,2025-01-11 05:58:00,Voice,2736,Maharashtra,3G,BATCH_3
CDR003783,SUB00459,2025-05-13 05:41:00,Voice,2302,Jammu & Kashmir,5G,BATCH_1
CDR003784,SUB00291,2025-04-26 16:06:00,SMS,3175,Odisha,4G,BATCH_2
CDR003785,SUB00904,2025-03-11 04:47:00,Voice,2236,Gujarat,4G,BATCH_3
CDR003786,SUB00191,2025-03-17 05:47:00,SMS,1791,UP East,4G,BATCH_2
CDR003787,SUB00836,2025-04-16 09:17:00,Voice,1065,Odisha,5G,BATCH_3
CDR003788,SUB00701,2025-02-12 15:38:00,SMS,1674,Gujarat,4G,BATCH_3
CDR003789,SUB00336,2025-05-13 02:43:00,Data,2261,Assam,4G,BATCH_2
CDR003790,SUB00581,2025-02-13 09:24:00,Data,1836,Maharashtra,3G,BATCH_2
CDR003791,SUB00264,2025-04-09 19:13:00,Data,2535,UP West,3G,BATCH_1
CDR003792,SUB00339,2025-04-22 12:19:00,Data,600,Haryana,5G,BATCH_2
CDR003792,SUB00339,2025-04-22 12:19:00,Data,600,Haryana,5G,BATCH_4
CDR003793,SUB00157,2025-06-10 12:50:00,Data,3118,Mumbai,5G,BATCH_3
CDR003794,SUB00275,2025-05-31 12:24:00,SMS,2744,North East,3G,BATCH_1
CDR003795,SUB00551,2025-02-16 04:36:00,Voice,1005,Maharashtra,5G,BATCH_3
CDR003796,SUB00662,2025-02-04 08:24:00,Data,2019,Kerala,3G,BATCH_1
CDR003797,SUB00213,2025-02-28 15:45:00,Data,3178,Rajasthan,3G,BATCH_2
CDR003798,SUB00066,2025-02-22 16:26:00,SMS,1242,North East,4G,BATCH_2
CDR003799,SUB00053,2025-03-09 10:20:00,Data,1587,Maharashtra,4G,BATCH_3
CDR003800,SUB00679,2025-04-13 20:52:00,Data,3249,Madhya Pradesh,4G,BATCH_3
CDR003801,SUB00694,2025-01-01 01:56:00,SMS,1391,Karnataka,5G,BATCH_1
CDR003802,SUB00653,2025-05-03 20:27:00,SMS,2627,Rajasthan,5G,BATCH_2
CDR003803,SUB00425,2025-02-27 05:29:00,Voice,1515,Bihar,3G,BATCH_2
CDR003804,SUB00364,2025-02-19 08:51:00,SMS,737,Delhi,3G,BATCH_2
CDR003805,SUB00702,2025-05-11 13:28:00,SMS,1877,Tamil Nadu,4G,BATCH_1
CDR003806,SUB00334,2025-01-22 20:36:00,Voice,2351,North East,4G,BATCH_3
CDR003807,SUB00023,2025-03-29 13:23:00,Data,424,Gujarat,3G,BATCH_2
CDR003808,SUB00561,2025-03-23 01:34:00,Voice,2573,Rajasthan,3G,BATCH_1
CDR003809,SUB00727,2025-05-25 16:55:00,SMS,1743,Bihar,5G,BATCH_1
CDR003810,SUB00502,2025-06-21 18:44:00,Data,205,Rajasthan,3G,BATCH_1
CDR003811,SUB00099,2025-01-01 12:02:00,Data,3288,North East,5G,BATCH_1
CDR003812,SUB00503,2025-01-12 01:23:00,Voice,529,Andhra Pradesh,3G,BATCH_3
CDR003813,SUB00471,2025-06-17 09:37:00,SMS,1492,Andhra Pradesh,5G,BATCH_1
CDR003814,SUB00136,2025-05-02 00:45:00,Voice,1449,Andhra Pradesh,5G,BATCH_2
CDR003815,SUB00116,2025-03-16 06:20:00,Data,3375,Haryana,3G,BATCH_2
CDR003816,SUB00007,2025-06-10 15:30:00,Data,3049,Madhya Pradesh,3G,BATCH_1
CDR003816,SUB00007,2025-06-10 15:30:00,Data,3049,Madhya Pradesh,3G,BATCH_4
CDR003817,SUB00079,2025-01-03 19:48:00,Voice,583,Tamil Nadu,4G,BATCH_3
CDR003818,SUB00295,2025-03-28 06:52:00,SMS,461,UP East,4G,BATCH_1
CDR003819,SUB00159,2025-01-12 09:15:00,Voice,2506,Kerala,4G,BATCH_2
CDR003820,SUB00090,2025-02-15 13:27:00,SMS,1449,West Bengal,3G,BATCH_1
CDR003821,SUB00412,2025-01-23 13:22:00,SMS,2099,Mumbai,4G,BATCH_1
CDR003822,SUB00334,2025-03-26 10:09:00,SMS,1881,Kerala,3G,BATCH_3
CDR003823,SUB00645,2025-05-02 23:03:00,Voice,1872,UP West,3G,BATCH_1
CDR003823,SUB00645,2025-05-02 23:03:00,Voice,1872,UP West,3G,BATCH_4
CDR003824,SUB00984,2025-04-02 23:54:00,Data,1798,Jammu & Kashmir,4G,BATCH_1
CDR003825,SUB00003,2025-03-23 14:04:00,Voice,738,Karnataka,5G,BATCH_3
CDR003826,SUB00393,2025-04-27 22:38:00,Voice,3328,Punjab,3G,BATCH_2
CDR003827,SUB00193,2025-05-28 07:48:00,Data,957,Mumbai,5G,BATCH_2
CDR003828,SUB00289,2025-05-30 22:20:00,Voice,3577,Bihar,4G,BATCH_2
CDR003829,SUB00918,2025-04-24 18:18:00,Voice,605,Tamil Nadu,5G,BATCH_3
CDR003830,SUB00152,2025-03-11 05:25:00,Data,1095,Bihar,5G,BATCH_3
CDR003831,SUB00644,2025-06-25 10:47:00,Voice,2359,Mumbai,3G,BATCH_3
CDR003831,SUB00644,2025-06-25 10:47:00,Voice,2359,Mumbai,3G,BATCH_4
CDR003832,SUB00071,2025-06-17 02:20:00,Data,1258,Jammu & Kashmir,5G,BATCH_1
CDR003833,SUB00101,2025-01-13 19:14:00,Voice,1175,West Bengal,4G,BATCH_3
